# x f'(x) f(x)
1.00000000  -1.32392500   0.09800000
1.10000000  -1.49607500  -0.04300000
1.20000000  -1.62917000  -0.20121500
1.30000000  -1.67311000  -0.36883400
1.40000000  -1.62083000  -0.53583700
1.50000000  -1.47943000  -0.69300000
1.60000000  -1.26000000  -0.83172300
1.70000000  -0.96539500  -0.94500000
1.80000000  -0.56501500  -1.02480200
1.90000000  -0.14099000  -1.05800300
2.00000000   0.24105000  -1.05300000
