# x    y_num    y_exact    error_abs    error_rel_pct
0.000000000000  1.000000000000  1.000000000000  0.000000000000  0.000000000000
0.010000000000  1.000000000000  1.000200010000  0.000200010000  0.019997000400
0.020000000000  1.000799920008  1.000800160000  0.000000239992  0.000023980012
0.030000000000  1.002000599620  1.001800810000  0.000199789620  0.019943048376
0.040000000000  1.003602918876  1.003202560000  0.000400358876  0.039908079582
0.050000000000  1.005607998446  1.005006250000  0.000601748446  0.059875094895
0.060000000000  1.008017199886  1.007212960000  0.000804239886  0.079848047852
0.070000000000  1.010832125895  1.009824010000  0.001008115895  0.099830850195
0.080000000000  1.014054620564  1.012840960000  0.001213660564  0.119827358072
0.090000000000  1.017686769635  1.016265610000  0.001421159635  0.139841358544
0.100000000000  1.021730900753  1.020100000000  0.001630900753  0.159876556478
0.110000000000  1.026189583712  1.024346410000  0.001843173712  0.179936561866
0.120000000000  1.031065630713  1.029007360000  0.002058270713  0.200024877642
0.130000000000  1.036362096608  1.034085610000  0.002276486608  0.220144888049
0.140000000000  1.042082279152  1.039584160000  0.002498119152  0.240299847600
0.150000000000  1.048229719244  1.045506250000  0.002723469244  0.260492870684
0.160000000000  1.054808201174  1.051855360000  0.002952841174  0.280726921851
0.170000000000  1.061821752869  1.058635210000  0.003186542869  0.301004806822
0.180000000000  1.069274646126  1.065849760000  0.003424886126  0.321329164239
0.190000000000  1.077171396857  1.073503210000  0.003668186857  0.341702458192
0.200000000000  1.085516765324  1.081600000000  0.003916765324  0.362126971543
0.210000000000  1.094315756371  1.090144810000  0.004170946371  0.382604800053
0.220000000000  1.103573619655  1.099142560000  0.004431059655  0.403137847324
0.230000000000  1.113295849882  1.108598410000  0.004697439882  0.423727820568
0.240000000000  1.123488187022  1.118517760000  0.004970427022  0.444376227192
0.250000000000  1.134156616546  1.128906250000  0.005250366546  0.465084372197
0.260000000000  1.145307369634  1.139769760000  0.005537609634  0.485853356383
0.270000000000  1.156946923404  1.151114410000  0.005832513404  0.506684075344
0.280000000000  1.169082001122  1.162946560000  0.006135441122  0.527577219228
0.290000000000  1.181719572414  1.175272810000  0.006446762414  0.548533273254
0.300000000000  1.194866853478  1.188100000000  0.006766853478  0.569552518942
0.310000000000  1.208531307286  1.201435210000  0.007096097286  0.590635036042
0.320000000000  1.222720643792  1.215285760000  0.007434883792  0.611780705121
0.330000000000  1.237442820129  1.229659210000  0.007783610129  0.632989210773
0.340000000000  1.252706040805  1.244563360000  0.008142680805  0.654260045428
0.350000000000  1.268518757897  1.260006250000  0.008512507897  0.675592513704
0.360000000000  1.284889671243  1.275996160000  0.008893511243  0.696985737273
0.370000000000  1.301827728625  1.292541610000  0.009286118625  0.718438660200
0.380000000000  1.319342125955  1.309651360000  0.009690765955  0.739950054708
0.390000000000  1.337442307452  1.327334410000  0.010107897452  0.761518527336
0.400000000000  1.356137965822  1.345600000000  0.010537965822  0.783142525441
0.410000000000  1.375439042431  1.364457610000  0.010981432431  0.804820343997
0.420000000000  1.395355727469  1.383916960000  0.011438767469  0.826550132672
0.430000000000  1.415898460125  1.403988010000  0.011910450125  0.848329903111
0.440000000000  1.437077928743  1.424680960000  0.012396968743  0.870157536415
0.450000000000  1.458905070986  1.446006250000  0.012898820986  0.892030790753
0.460000000000  1.481391073989  1.467974560000  0.013416513989  0.913947309093
0.470000000000  1.504547374515  1.490596810000  0.013950564515  0.935904626993
0.480000000000  1.528385659100  1.513884160000  0.014501499100  0.957900180436
0.490000000000  1.552917864207  1.537848010000  0.015069854207  0.979931313668
0.500000000000  1.578156176360  1.562500000000  0.015656176360  1.001995287009
0.510000000000  1.604113032290  1.587852010000  0.016261022290  1.024089284611
0.520000000000  1.630801119070  1.613916160000  0.016884959070  1.046210422134
0.530000000000  1.658233374249  1.640704810000  0.017528564249  1.068355754313
0.540000000000  1.686422985979  1.668230560000  0.018192425979  1.090522282402
0.550000000000  1.715383393145  1.696506250000  0.018877143145  1.112706961463
0.560000000000  1.745128285492  1.725544960000  0.019583325492  1.134906707487
0.570000000000  1.775671603738  1.755360010000  0.020311593738  1.157118404331
0.580000000000  1.807027539700  1.785964960000  0.021062579700  1.179338910449
0.590000000000  1.839210536406  1.817373610000  0.021836926406  1.201565065416
0.600000000000  1.872235288205  1.849600000000  0.022635288205  1.223793696224
0.610000000000  1.906116740882  1.882658410000  0.023458330882  1.246021623338
0.620000000000  1.940870091759  1.916563360000  0.024306731759  1.268245666514
0.630000000000  1.976510789803  1.951329610000  0.025181179803  1.290462650369
0.640000000000  2.013054535723  1.986972160000  0.026082375723  1.312669409687
0.650000000000  2.050517282075  2.023506250000  0.027011032075  1.334862794480
0.660000000000  2.088915233352  2.060947360000  0.027967873352  1.357039674780
0.670000000000  2.128264846078  2.099311210000  0.028953636078  1.379196945171
0.680000000000  2.168582828904  2.138613760000  0.029969068904  1.401331529062
0.690000000000  2.209886142690  2.178871210000  0.031014932690  1.423440382701
0.700000000000  2.252192000597  2.220100000000  0.032092000597  1.445520498930
0.710000000000  2.295517868165  2.262316810000  0.033201058165  1.467568910685
0.720000000000  2.339881463399  2.305538560000  0.034342903399  1.489582694248
0.730000000000  2.385300756847  2.349782410000  0.035518346847  1.511558972256
0.740000000000  2.431793971675  2.395065760000  0.036728211675  1.533494916460
0.750000000000  2.479379583747  2.441406250000  0.037973333747  1.555387750263
0.760000000000  2.528076321690  2.488821760000  0.039254561690  1.577234751019
0.770000000000  2.577903166972  2.537330410000  0.040572756972  1.599033252117
0.780000000000  2.628879353968  2.586950560000  0.041928793968  1.620780644850
